,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
350,8097,790,17,55,2009,3,1,2,1.6,130000,4.0,1,2,1,1,2,4
351,12388,919,10,21,2012,1,1,3,3.0,420794,6.0,1,1,1,1,2,12
352,18503,-,5,7,2012,3,0,1,2.0,280480,4.0,1,2,1,1,1,9
353,12231,574,3,156,2010,3,0,1,1.3,150000,4.0,3,2,1,1,2,12
354,40,-,3,3,2002,2,0,2,1.3,135000,4.0,3,2,1,2,2,4
355,17054,862,5,24,2011,6,1,3,2.5,237853,4.0,1,2,1,1,1,4
356,5300,-,3,157,2001,6,0,2,2.0,111000,4.0,1,2,1,2,2,6
357,9565,765,5,7,2015,3,1,6,2.0,42000,4.0,1,2,1,1,9,4
358,24302,765,2,154,2015,3,1,3,2.0,60618,4.0,1,2,1,1,2,4
359,18817,-,6,8,2009,3,1,2,2.4,230400,4.0,1,2,1,1,1,12
360,1960,777,15,107,2014,3,1,2,2.5,127918,4.0,1,2,1,1,7,12
361,17249,1051,5,7,2016,3,0,2,2.4,77000,4.0,2,2,1,1,1,10
362,15530,891,5,7,2016,3,1,6,2.0,280016,4.0,1,2,1,1,1,4
363,11290,891,5,7,2016,3,1,6,2.0,270874,4.0,1,2,1,1,1,4
364,24148,-,6,6,2013,2,0,1,1.8,118000,4.0,1,2,1,1,8,12
365,10036,639,5,7,2014,3,1,6,2.0,362868,4.0,1,2,1,1,1,4
366,18817,697,5,14,2015,3,0,2,1.8,85000,4.0,2,2,1,1,2,12
367,10349,308,1,110,2014,2,1,1,1.8,132563,4.0,1,2,1,1,7,0
368,549,1399,1,9,2010,1,1,2,3.5,138211,6.0,1,1,1,1,2,12
369,9252,765,5,7,2015,3,1,6,2.0,391625,4.0,1,2,1,1,9,4
370,55823,930,5,43,2018,1,1,3,1.7,38577,4.0,1,2,1,1,2,4
371,25089,-,6,8,2013,3,1,2,2.5,132800,6.0,2,3,1,1,5,12
372,18669,862,5,24,2011,8,1,3,2.5,52686,4.0,1,2,1,1,1,4
373,941,1058,1,1,2012,1,1,1,3.5,232357,6.0,1,1,1,1,2,12
374,15053,1998,4,11,2001,4,0,3,2.4,253206,4.0,4,3,1,1,3,2
375,10660,271,3,3,2014,2,1,1,1.5,76525,4.0,1,2,1,1,5,4
376,37000,891,5,43,2016,1,1,3,2.0,80000,4.0,1,2,1,1,1,4
377,18826,707,20,88,2011,1,1,3,2.0,186412,4.0,1,2,1,1,1,4
378,14583,1172,7,10,2011,3,1,3,3.5,230696,6.0,1,1,1,1,2,12
380,5645,706,19,158,2011,2,0,2,0.7,92000,3.0,1,2,1,2,11,2
381,18826,836,20,130,2010,1,1,3,2.0,120000,4.0,1,2,1,1,1,4
382,22649,707,5,43,2011,1,1,3,2.0,142000,4.0,1,2,1,1,3,4
383,16590,862,5,24,2011,8,1,3,2.5,42415,4.0,1,2,1,1,3,4
384,31988,394,6,8,2014,3,0,1,2.5,51000,4.0,1,2,1,1,4,12
385,8624,966,17,55,2009,3,1,2,2.0,19999,4.0,1,2,1,1,4,4
386,21012,881,6,8,2015,3,0,1,2.5,89000,4.0,3,2,1,1,1,0
387,10663,1266,3,3,2014,2,0,1,1.5,114000,4.0,1,2,1,2,3,8
388,220,1053,7,10,2014,3,1,3,3.5,95987,6.0,1,1,1,1,2,12
390,5331,-,19,160,2003,2,0,2,1.3,241589,4.0,3,2,1,2,8,5
391,7370,-,8,137,2000,8,0,2,1.8,260000,4.0,4,2,1,1,1,6
394,4391,-,19,161,2006,1,0,2,0.7,314000,3.0,4,1,2,2,1,2
395,17876,1661,4,162,2013,2,1,1,2.0,120000,4.0,2,2,1,2,1,10
396,11604,-,3,3,2010,2,0,1,1.3,157000,4.0,2,2,1,2,3,2
397,13799,-,10,163,2005,3,1,2,4.8,240000,8.0,2,3,1,1,2,12
398,40769,1249,6,164,2017,1,0,2,2.5,76000,4.0,2,1,1,1,2,12
399,7997,1850,1,15,2008,1,1,1,3.5,244731,6.0,1,2,1,1,2,12
400,7840,-,7,165,1995,3,0,3,2.5,410918,2.0,4,2,1,1,3,2
401,14113,862,12,25,2011,3,1,2,2.5,156800,4.0,1,2,1,1,5,12
402,11917,-,3,3,2011,2,0,1,1.3,188000,4.0,1,2,1,2,5,8
403,12777,1131,5,7,2013,3,1,2,2.0,162558,4.0,1,2,1,1,2,4
404,18817,-,6,27,2013,2,0,1,1.5,130000,4.0,1,2,1,1,7,12
405,23521,781,6,8,2012,3,1,1,2.5,83000,4.0,3,2,1,1,1,10
406,22580,1286,13,34,2010,1,1,2,3.2,150400,6.0,2,1,1,1,4,7
407,392,690,1,1,2016,1,1,1,3.5,27038,6.0,1,1,1,1,3,12
408,12544,815,6,6,2011,2,0,1,1.8,284678,4.0,1,2,1,1,1,12
410,3450,831,5,7,2011,3,1,1,2.4,224349,4.0,1,2,1,1,4,0
411,1882,308,6,6,2014,2,1,1,1.8,263392,4.0,1,2,1,1,7,12
413,11133,394,6,8,2014,3,1,1,2.5,179381,4.0,1,2,1,1,2,12
414,94,1017,5,14,2017,1,1,2,2.0,284251,4.0,1,2,1,1,4,12
415,34184,1058,7,10,2012,3,1,2,3.5,133000,6.0,1,3,1,1,2,12
417,7495,1090,2,45,2008,1,1,3,2.0,71486,4.0,1,2,1,1,2,4
418,4861,815,1,110,2011,2,1,1,1.8,95590,4.0,1,2,1,1,3,12
419,13485,765,5,7,2015,3,1,6,2.0,72369,4.0,1,2,1,1,1,4
420,81539,1935,1,61,2016,1,1,2,4.6,155976,8.0,1,1,1,1,3,0
421,20005,531,5,14,2012,3,1,2,1.6,147718,4.0,1,2,1,1,1,4
422,3000,-,16,166,2003,5,0,2,2.5,1000,6.0,2,1,1,2,5,6
423,11917,-,6,8,2007,3,0,1,2.4,200000,4.0,3,2,1,1,4,12
425,7840,-,7,152,1998,3,0,4,2.0,180003,4.0,4,3,1,1,2,4
426,627,586,1,110,2012,2,1,1,1.8,192683,4.0,1,2,1,1,3,0
427,12570,761,2,55,2010,3,1,2,1.8,152293,4.0,1,2,1,1,4,4
428,17249,-,28,168,2004,1,1,6,5.4,464000,8.0,1,1,1,1,4,6
429,2800,-,10,97,1988,3,0,3,2.4,455680,6.0,4,3,1,1,5,4
430,6899,-,7,35,1997,3,0,4,1.8,0,4.0,4,2,1,1,2,4
431,14009,595,6,28,2015,2,1,2,1.5,137350,4.0,1,2,1,1,1,4
432,392,1514,1,17,2011,3,1,2,4.6,202048,8.0,1,1,1,1,3,0
433,8311,891,7,36,2016,1,1,2,2.0,109555,4.0,1,2,1,1,3,0
434,23521,-,6,122,2014,3,0,2,1.8,40000,4.0,1,2,1,1,6,16
436,21730,831,5,14,2017,3,1,6,1.6,32510,4.0,1,2,1,1,5,4
437,80911,1325,5,24,2019,8,1,3,2.5,25541,4.0,1,2,1,1,2,4
438,19369,707,5,59,2011,7,1,2,2.0,153651,4.0,1,2,1,1,7,4
439,12544,-,26,170,2000,1,0,2,1.3,125000,4.0,4,1,2,1,6,4
440,25299,642,5,43,2012,1,1,3,2.0,160000,4.0,1,2,1,1,4,4
441,7213,880,2,50,2018,3,1,3,1.6,28515,4.0,1,2,1,1,4,12
442,6899,531,2,171,2012,2,1,2,1.6,94923,4.0,1,2,1,1,2,4
443,8154,1451,10,172,2011,1,1,2,4.4,147677,8.0,1,1,1,1,7,12
444,18817,-,6,6,2011,3,1,1,1.8,160000,4.0,2,2,1,1,1,12
445,61499,1077,5,43,2019,1,1,3,2.0,1217,4.0,1,2,1,1,5,4
446,17249,-,6,6,2010,3,0,1,1.8,256000,6.0,1,2,1,1,3,1
447,9879,1267,6,173,2013,2,0,1,1.5,137000,4.0,1,2,1,2,1,6
448,4000,-,29,174,1988,3,1,2,1.3,1000,4.0,4,3,1,1,6,6
449,17249,-,6,6,2011,2,0,1,1.8,141000,4.0,1,2,1,1,4,6
450,51225,1017,5,7,2017,3,1,2,2.0,58414,4.0,1,2,1,1,1,4
451,49798,765,5,5,2015,1,1,3,2.0,93555,4.0,1,2,1,1,3,4
452,17249,585,5,14,2013,3,1,2,1.8,64800,4.0,2,2,1,1,2,12
454,188,765,7,36,2015,1,1,2,2.0,69555,4.0,1,2,1,1,7,12
457,15681,-,30,176,1977,10,0,2,2.4,11111,6.0,4,3,1,1,2,0
458,2500,-,14,177,1995,3,0,2,2.0,32000,4.0,4,2,1,1,5,0
459,392,751,18,178,2013,3,1,1,2.4,0,4.0,1,2,1,1,2,12
460,627,1079,5,14,2018,3,1,2,2.0,47294,4.0,1,2,1,1,2,12
461,2274,247,3,156,2014,2,1,1,1.3,149970,4.0,1,2,1,1,4,0
463,43592,1714,7,153,2017,1,1,2,3.5,39814,6.0,1,3,1,1,2,0
464,15367,878,6,6,2009,2,0,1,1.8,174000,4.0,3,2,1,1,5,8
465,4861,1055,6,18,2013,1,1,2,3.5,125605,6.0,1,1,1,1,2,12
466,14113,-,3,179,2013,6,0,1,1.3,150000,4.0,1,2,1,2,3,4
467,13564,642,2,51,2012,1,1,3,2.0,228570,4.0,1,2,1,1,4,4
468,17876,642,4,162,2012,2,0,1,2.0,128205,4.0,1,2,1,1,1,10
469,10349,-,7,180,2002,3,1,2,2.4,2000,6.0,2,3,1,1,2,12
470,15000,-,16,83,2008,3,0,2,3.0,138000,6.0,2,1,1,1,2,8
471,12544,-,7,58,2004,3,1,2,3.2,205500,6.0,2,3,1,2,1,8
472,5600,-,10,149,1996,3,0,2,1.8,1000,4.0,4,3,1,1,4,2
473,14583,919,10,21,2012,1,1,3,3.0,229966,6.0,1,1,1,1,2,0
474,36827,1249,5,24,2017,6,1,3,2.5,137000,4.0,1,2,1,1,3,4
475,21639,1172,6,18,2011,3,1,1,3.5,368064,6.0,1,1,1,1,4,12
476,9,-,6,6,2005,3,0,1,1.6,18000,1.0,1,1,1,1,3,5
477,14113,-,15,132,2003,8,0,6,3.5,155000,6.0,2,1,1,2,12,4
478,40340,1003,20,130,2016,1,1,3,1.6,59272,4.0,1,2,1,1,3,4
479,10976,503,3,3,2012,2,0,2,1.5,216000,4.0,2,2,1,1,4,12
480,25089,919,7,129,2012,3,1,2,3.0,86000,6.0,2,1,1,1,3,12
481,300,-,6,181,2019,1,1,2,2.7,120,4.0,1,1,1,1,3,10
482,18688,707,5,5,2011,1,1,3,2.0,143166,4.0,1,2,1,1,4,4
483,69935,1646,1,17,2015,1,1,2,4.6,273493,8.0,1,1,1,1,1,0
484,28830,629,5,14,2015,3,1,2,1.6,68243,4.0,1,2,1,1,1,4
485,42337,-,1,17,2006,1,1,4,4.7,180000,8.0,1,1,1,1,2,0
487,16621,1172,7,10,2011,3,1,3,3.5,119379,6.0,1,1,1,1,1,12
488,314,1017,7,33,2017,3,1,2,2.0,26802,4.0,1,3,1,1,2,12
489,16000,-,4,162,2014,2,0,1,2.0,272000,4.0,1,2,1,1,4,4
490,11917,125,5,14,2013,3,1,2,1.6,31691,4.0,1,2,1,1,3,4
491,13485,1018,10,182,2011,3,1,2,3.0,120000,6.0,2,1,1,1,2,12
492,862,2455,1,17,2008,1,1,2,4.7,263190,8.0,1,1,1,1,3,0
493,15994,777,6,8,2014,3,0,2,2.5,1440000,4.0,1,2,1,1,1,0
494,5175,-,7,183,1998,3,1,4,2.4,0,4.0,1,3,1,2,2,2
495,15367,-,4,184,2014,3,1,6,3.7,290000,6.0,1,1,1,1,4,8
496,15994,-,5,112,2011,2,0,2,1.6,73600,4.0,4,2,2,1,14,6
497,11917,641,2,51,2012,1,1,3,2.0,79749,4.0,1,2,1,1,1,4
498,18817,609,6,8,2018,3,1,1,2.5,35058,4.0,1,2,1,1,3,12
499,1568,749,2,2,2014,1,1,2,2.4,251514,4.0,1,2,1,1,2,12
501,13808,891,5,7,2016,3,1,6,2.0,38206,4.0,1,2,1,1,3,4
502,392,862,21,119,2011,1,1,2,2.5,183728,4.0,1,2,1,1,5,12
503,16151,586,6,6,2012,2,0,1,1.8,110990,4.0,1,2,1,1,1,8
504,3300,-,14,185,2001,2,0,2,1.2,777,4.0,4,2,2,1,15,4
505,22947,836,5,43,2010,1,1,3,2.0,171344,4.0,1,2,1,1,4,4
506,40769,919,10,186,2012,3,1,2,3.0,58450,6.0,2,3,1,1,4,12
507,7840,585,1,110,2013,2,1,1,1.8,65989,4.0,1,2,1,1,1,0
508,9408,-,19,77,1993,1,0,4,3.0,430000,6.0,4,1,1,1,5,0
509,25089,777,6,8,2014,3,1,2,2.5,125000,4.0,2,2,1,1,4,12
510,282,2455,1,17,2008,1,1,2,4.7,218126,8.0,1,1,1,1,2,0
511,10976,-,7,187,1997,3,1,2,5.0,167000,8.0,1,3,1,1,2,8
512,5488,394,6,8,2014,3,1,1,2.5,109798,4.0,1,2,1,1,3,12
513,5000,-,10,149,1997,7,0,2,1.8,545654,4.0,4,3,2,1,2,4
514,9722,174,6,44,2012,2,0,2,1.3,130000,4.0,1,1,1,2,3,4
515,16621,1511,5,59,2010,7,1,2,3.8,151977,4.0,1,2,1,1,5,4
516,13956,603,1,1,2015,1,1,1,3.5,143619,6.0,1,1,1,1,2,12
517,9418,765,5,7,2015,3,1,2,2.0,676825,4.0,1,2,1,1,3,4
518,24415,642,20,70,2012,1,1,3,2.0,135490,4.0,1,2,1,1,2,4
519,3763,-,10,188,1989,3,0,2,2.0,199000,6.0,4,3,1,1,3,0
520,470,353,1,110,2015,2,1,1,1.8,115347,4.0,1,2,1,1,4,0
521,10036,-,10,189,2000,3,1,2,2.5,320000,6.0,2,3,1,1,2,4
522,1725,584,5,14,2014,3,1,2,1.8,107155,4.0,1,2,1,1,2,12
523,549,584,5,14,2014,3,1,2,1.8,140082,4.0,1,2,1,1,2,12
524,314,781,6,8,2012,3,1,1,2.5,249422,4.0,1,2,1,1,2,12
525,5645,-,8,12,1997,6,0,2,2.0,200000,4.0,4,2,1,1,3,4
526,10976,1266,6,122,2014,3,0,1,1.5,100000,4.0,3,2,1,2,1,8
527,4547,1598,7,47,2008,1,1,3,3.0,213998,6.0,1,1,1,1,1,12
528,21285,502,6,28,2013,2,1,2,1.5,52500,4.0,1,2,1,1,5,4
529,29793,1053,7,10,2014,3,1,3,3.5,219030,6.0,1,1,1,1,2,12
530,706,1646,1,61,2015,1,1,2,4.6,102907,8.0,1,1,1,1,2,0
531,862,333,4,40,2014,3,1,1,2.0,186048,4.0,1,2,1,1,2,0
532,314,1053,7,10,2014,3,1,3,3.5,149486,6.0,1,1,1,1,1,12
533,19130,-,13,190,2010,3,1,2,2.0,168000,4.0,1,1,1,1,1,12
534,1900,-,4,191,2001,8,0,2,2.2,11111,5.0,1,2,1,1,5,6
535,35570,877,5,43,2017,1,1,3,1.7,97880,4.0,1,2,1,1,3,4
536,8781,503,6,27,2012,2,0,1,1.5,175000,4.0,1,2,1,1,2,10
537,12544,-,26,192,2010,3,0,2,2.4,263157,4.0,2,2,1,1,2,0
538,24148,749,5,43,2014,1,1,2,2.4,128000,4.0,2,1,1,1,7,8
539,706,585,6,6,2013,2,1,1,1.8,105328,4.0,1,2,1,1,3,12
540,22580,308,6,6,2014,3,1,1,1.8,160000,4.0,1,2,1,1,2,10
541,4861,779,6,8,2013,3,1,1,2.5,136861,4.0,1,2,1,1,5,12
542,12858,-,6,6,2008,3,0,1,1.5,210452,4.0,3,2,1,1,1,8
543,8154,1236,3,3,2011,3,0,2,1.3,185000,4.0,1,2,1,2,2,2
544,1800,-,12,193,1998,2,0,2,1.8,30000,4.0,1,2,1,2,7,4
545,4861,333,4,40,2014,3,1,1,2.0,137328,4.0,1,2,1,1,1,0
547,282,289,4,4,2008,1,1,1,0.4,220474,4.0,1,2,1,1,4,0
548,17876,1077,6,13,2019,1,1,2,2.0,19968,4.0,1,2,1,1,3,12
549,18189,639,10,65,2014,3,1,3,2.0,250491,4.0,1,3,1,1,3,12
551,15257,707,5,7,2011,3,1,2,2.0,163374,4.0,1,2,1,1,4,4
552,16900,1141,3,194,2009,6,0,2,2.4,120000,4.0,1,1,1,1,2,6
553,14740,397,31,195,2011,2,0,2,1.0,233700,4.0,4,2,1,1,3,6
554,10976,-,15,196,2004,1,1,2,2.0,121856,4.0,1,1,1,2,13,6
555,22825,642,2,51,2012,1,1,3,2.0,137433,4.0,1,2,1,1,3,4
556,12544,125,18,197,2013,3,0,2,1.6,137000,4.0,1,2,1,1,2,4
557,16935,353,1,110,2015,2,1,1,1.8,94949,4.0,1,2,1,1,3,0
558,20385,-,4,46,2013,7,1,2,3.7,111111,6.0,4,3,2,1,2,12
560,38213,1079,3,30,2018,3,1,2,2.0,0,4.0,1,2,1,1,3,4
561,44134,1003,20,130,2016,1,1,3,1.6,48910,4.0,1,2,1,1,3,4
562,8467,-,7,180,2001,3,1,2,2.6,0,6.0,2,3,1,1,1,8
563,392,779,6,8,2013,1,1,1,2.5,493571,4.0,1,2,1,1,2,12
565,7213,-,7,200,2001,7,0,2,2.0,183000,4.0,2,3,2,2,2,4
566,9565,784,3,30,2017,3,1,2,1.5,58282,4.0,1,2,1,1,3,12
567,348,-,12,25,1999,3,0,4,2.0,284000,4.0,4,2,1,1,3,4
568,12544,1024,12,25,2010,3,1,2,2.5,110000,4.0,2,2,1,1,1,6
569,24148,-,10,21,2007,1,1,2,4.8,210000,8.0,2,1,1,1,2,8
570,6272,1357,8,140,2004,6,0,2,1.6,171000,4.0,4,2,1,1,3,0
571,100,-,5,7,2013,3,1,2,2.4,77000,4.0,2,2,1,1,3,8
574,10663,1236,3,3,2011,3,1,1,1.3,127000,4.0,3,2,1,2,2,2
575,44247,765,5,5,2015,1,1,3,2.0,153958,4.0,1,2,1,1,3,4
576,9408,-,10,97,2004,7,1,2,2.5,346080,6.0,2,3,2,1,2,6
578,11917,-,6,6,2008,3,0,1,1.8,200000,4.0,1,2,1,1,4,0
580,54157,900,3,30,2015,3,1,2,2.4,78006,4.0,1,2,1,1,9,4
581,49889,770,5,43,2016,1,1,3,1.7,71867,4.0,1,2,1,1,2,4
582,9408,988,6,6,2007,2,0,1,1.5,113000,4.0,1,2,1,1,8,8
583,23834,810,6,203,2016,2,0,2,1.8,102500,4.0,1,2,1,1,3,10
584,22894,779,6,8,2013,3,0,2,2.5,101000,4.0,2,2,1,1,2,10
585,10976,-,7,204,2004,7,0,2,2.4,89000,4.0,2,3,2,2,1,10
586,5604,922,17,55,2009,3,1,2,1.9,44521,4.0,1,2,1,1,1,4
587,17876,-,4,205,2013,3,1,2,1.6,160000,4.0,2,2,1,1,2,4
588,18189,586,5,14,2012,3,1,2,1.8,136000,4.0,2,2,1,1,2,8
590,10976,1266,3,3,2014,2,0,1,1.5,121000,4.0,3,2,1,2,1,0
592,6429,1438,8,207,2003,5,0,3,1.7,171339,4.0,4,2,2,1,3,2
593,470,753,5,7,2012,1,1,1,2.4,123862,4.0,1,2,1,1,3,0
594,40769,1091,6,76,2016,1,0,2,2.5,99200,4.0,2,1,1,1,2,10
595,7840,-,10,188,2003,3,1,4,2.5,260000,6.0,2,3,1,1,1,8
596,25089,-,34,208,2012,7,0,2,3.6,112000,6.0,2,3,2,1,4,6
597,10976,-,7,152,1993,3,0,4,2.0,0,4.0,4,3,1,1,2,2
598,7213,-,7,73,1995,3,1,2,2.2,444000,4.0,1,2,1,1,2,6
599,22894,-,10,65,2010,7,1,2,3.0,157000,6.0,2,1,2,1,2,8
600,7840,-,7,35,2000,3,0,2,2.0,136000,4.0,2,3,1,2,5,6
601,784,1646,1,61,2015,3,1,2,4.6,129931,8.0,1,1,1,1,2,0
602,12231,765,5,7,2015,3,1,6,2.0,348486,4.0,1,2,1,1,1,4
604,51746,1249,6,76,2017,1,1,2,2.5,34454,4.0,1,2,1,1,14,12
605,17035,707,5,7,2011,3,1,2,2.0,200867,4.0,1,2,1,1,2,4
606,3100,-,13,210,2002,3,1,2,3.0,11111,6.0,1,1,1,1,5,6
607,188,308,6,6,2014,2,1,1,1.8,140414,4.0,1,2,1,1,3,12
608,27654,629,5,14,2015,3,1,2,1.6,87534,4.0,1,2,1,1,4,4
610,94,1058,7,47,2012,1,1,3,3.5,224118,6.0,1,1,1,1,3,12
611,14081,1024,5,24,2010,8,1,3,2.5,124850,4.0,1,2,1,1,3,4
612,706,639,13,210,2014,3,1,2,2.0,162032,4.0,1,2,1,1,2,0
613,282,761,6,6,2010,2,1,1,1.8,265315,4.0,1,2,1,1,3,12
614,2666,900,5,7,2015,3,1,2,2.4,234618,4.0,1,2,1,1,7,12
615,23994,1003,2,51,2016,1,1,3,1.6,125774,4.0,1,2,1,1,3,4
616,13172,-,10,211,2003,3,0,2,2.2,190000,6.0,2,3,1,1,3,5
617,14740,815,6,6,2011,2,0,1,1.8,161000,4.0,3,2,1,1,5,11
618,59586,-,6,76,2017,1,0,2,2.5,32000,6.0,1,2,1,1,3,10
619,18817,397,6,6,2016,3,1,1,1.8,80000,4.0,2,2,1,1,4,12
620,11563,687,5,14,2010,3,1,2,1.6,130814,4.0,1,2,1,1,1,4
621,45376,891,5,5,2016,1,1,3,2.0,109446,4.0,1,2,1,1,3,4
622,15681,-,6,76,2002,1,0,2,2.0,140000,4.0,4,1,1,1,1,8
623,33707,877,5,43,2017,1,1,3,1.7,143544,4.0,1,2,1,1,3,4
624,12544,-,4,11,1999,4,0,3,2.4,0,4.0,4,3,2,1,3,0
625,11604,639,5,7,2014,3,1,6,2.0,418369,4.0,1,2,1,1,1,4
626,6800,-,10,189,2000,3,0,4,2.5,157000,6.0,4,3,1,1,5,4
627,17876,-,5,14,2013,3,0,2,1.6,84800,4.0,2,2,1,1,1,8
628,188,308,6,6,2014,1,1,1,1.8,187334,4.0,1,2,1,1,3,12
629,18189,-,7,10,2006,3,1,2,3.5,220000,6.0,2,3,1,1,1,12
630,28225,-,1,212,2008,1,1,1,3.3,119000,6.0,1,1,1,1,5,10
632,44247,1091,5,24,2016,6,1,3,2.5,51831,4.0,1,2,1,1,4,4
634,7213,-,19,214,1998,1,0,2,1.8,200000,4.0,1,1,2,1,1,2
635,4077,1363,1,61,2012,1,1,2,4.6,150909,8.0,1,1,1,1,2,0
636,6586,-,7,152,1999,3,1,2,2.0,318406,4.0,4,3,1,1,5,6
637,15681,-,10,215,2008,3,1,2,3.0,190000,6.0,2,3,1,1,2,6
638,3763,1714,6,26,2017,3,1,2,3.5,174827,6.0,1,1,1,1,1,12
639,157,1451,10,21,2011,3,1,2,4.4,139363,8.0,1,1,1,1,2,0
640,13172,891,5,7,2016,3,1,6,2.0,547288,4.0,1,2,1,1,9,4
641,6586,639,13,210,2014,3,1,2,2.0,123640,4.0,1,1,1,1,5,12
642,47042,1017,13,34,2017,1,1,2,2.0,75186,4.0,1,1,1,1,2,0
643,5865,966,17,55,2009,3,1,3,2.0,39031,4.0,1,2,1,1,5,4
644,20883,707,20,130,2011,1,1,3,2.0,102000,4.0,1,2,1,1,2,4
645,10976,-,3,216,2008,8,0,6,2.4,20000,4.0,3,2,1,2,4,6
646,23521,-,19,217,2010,11,0,3,2.4,175000,4.0,4,1,1,1,3,2
647,25402,638,20,88,2014,1,1,3,2.0,67861,4.0,1,2,1,1,14,4
648,9095,1236,3,3,2011,2,0,1,1.3,14590,4.0,1,2,1,2,4,0
649,2666,585,5,14,2013,7,1,2,1.8,89962,4.0,1,2,2,1,5,12
650,87497,-,6,8,2019,3,1,2,2.5,25000,4.0,2,2,1,1,3,12
651,5018,779,6,8,2013,3,1,1,2.5,190549,4.0,1,2,1,1,2,12
652,12231,-,5,43,2008,1,0,2,2.0,270000,4.0,4,1,1,1,2,4
653,11604,490,3,218,2011,2,0,1,1.3,150000,4.0,3,2,1,1,4,8
654,20005,531,5,14,2012,3,1,2,1.6,36239,4.0,1,2,1,1,4,4
655,5018,779,6,8,2013,3,1,1,2.5,190549,4.0,1,2,1,1,2,12
656,13799,380,4,219,2014,2,0,2,1.6,134400,3.0,1,2,1,1,4,0
657,13068,836,20,130,2010,1,1,3,2.0,127500,4.0,1,2,1,1,1,4
658,14113,642,4,220,2012,2,0,2,2.0,2012,4.0,2,2,1,1,2,12
659,314,585,5,14,2013,3,1,2,1.8,157859,4.0,1,2,1,1,2,12
660,1019,900,5,5,2015,1,1,2,2.4,245653,4.0,1,2,1,1,2,12
661,16465,431,4,162,2016,2,0,5,2.0,0,4.0,1,2,1,1,3,0
662,7300,-,15,221,2004,3,0,2,2.3,160000,6.0,1,2,1,2,1,6
663,6899,790,17,55,2009,3,1,2,1.6,50549,4.0,1,2,1,1,1,4
664,3293,565,2,222,2007,3,1,2,0.8,134863,4.0,1,2,1,1,12,4
665,17249,-,5,7,2011,3,1,6,2.0,72000,4.0,2,2,1,1,1,0
666,10192,761,17,55,2010,3,1,2,1.8,46527,4.0,1,2,1,1,2,4
667,39201,517,6,18,2014,3,1,1,3.5,166560,6.0,1,1,1,1,2,12
668,36235,585,3,30,2013,3,1,2,1.8,87000,4.0,1,2,1,1,5,4
669,22843,642,20,70,2012,1,1,3,2.0,125926,4.0,1,2,1,1,2,4
670,21699,642,2,154,2012,3,1,2,2.0,65006,4.0,1,2,1,1,1,4
671,25299,707,5,43,2011,1,1,3,2.0,134312,4.0,1,2,1,1,2,4
672,2300,-,21,223,2006,2,0,2,1.6,11111,4.0,1,2,1,2,4,6
673,392,779,6,8,2013,3,1,1,2.5,232032,4.0,1,2,1,1,1,12
674,2500,-,8,224,1996,7,0,2,1.4,280000,4.0,4,2,2,1,5,0
676,19124,502,3,3,2013,2,1,1,1.5,94500,4.0,1,2,1,1,7,4
678,7213,-,10,189,1998,3,0,2,2.5,100000,6.0,4,3,3,1,1,6
679,11917,833,2,45,2010,1,1,3,2.0,61232,4.0,1,2,1,1,3,4
681,23521,1131,4,162,2013,2,1,1,2.0,200925,4.0,3,2,1,1,2,12
682,784,765,1,175,2015,1,1,2,2.0,109336,4.0,1,1,1,1,4,12
683,11604,489,2,226,2016,3,1,2,1.0,31970,4.0,1,2,1,1,3,4
684,18503,585,5,14,2013,3,0,2,1.8,117000,4.0,2,2,1,1,4,8
685,14113,-,6,28,2012,2,0,1,1.5,111111,4.0,1,2,1,2,6,4
686,5959,-,15,227,2004,2,0,2,1.4,177000,4.0,1,2,1,2,10,4
687,92502,1760,11,228,2017,1,1,2,3.6,13897,4.0,1,2,1,1,4,4
688,1019,765,7,36,2015,1,1,2,2.0,37786,4.0,1,1,1,1,3,0
689,32035,1131,20,88,2013,1,1,3,2.0,152847,4.0,1,2,1,1,1,4
690,14376,769,5,5,2011,1,1,3,2.2,78305,4.0,1,2,1,1,3,4
691,220,753,5,43,2012,1,1,2,2.4,221126,4.0,1,2,1,1,2,0
692,25089,986,1,229,2010,3,1,1,2.4,64000,4.0,1,2,1,1,7,10
693,6899,-,3,3,2003,3,0,2,1.3,155000,4.0,1,2,1,2,5,6
694,5488,1077,5,14,2019,3,1,2,2.0,29496,4.0,1,2,1,1,2,12
695,18817,586,6,6,2012,2,0,1,1.8,1000,4.0,3,2,1,1,4,12
696,3450,831,5,7,2011,3,1,1,2.4,224349,4.0,1,2,1,1,4,0
697,25,-,3,3,2005,2,0,2,1.3,157000,4.0,1,2,1,2,1,4
698,7997,-,12,25,2003,3,1,2,2.0,137000,4.0,4,2,1,1,2,8
699,38888,1249,6,76,2017,1,0,2,2.5,50000,4.0,1,1,1,1,4,10
700,1882,1399,34,230,2010,1,1,2,3.5,243477,6.0,1,2,1,1,5,12
701,35438,2455,1,17,2008,1,1,2,4.7,146000,8.0,1,1,1,1,3,8
702,1019,765,5,43,2015,1,1,2,2.0,0,4.0,1,2,1,1,2,0
703,23207,900,5,231,2015,3,1,2,2.4,67840,4.0,2,2,1,1,2,8
704,17092,891,5,232,2016,3,0,2,2.0,71886,4.0,1,2,1,1,1,8
